222,-78260,56861,10917,0,0,0
223,-85713,43789,20276,0,0,0
224,-94409,42482,25128,0,0,0
225,-89439,26796,32754,0,0,0
226,-78881,9149,41073,0,0,0
227,-62732,-6536,47659,0,0,0
228,-40993,-28104,54591,0,0,0
229,-37267,-39215,62216,0,0,0
230,-28571,-45751,61870,0,0,0
231,-8074,-58169,54937,0,0,0
232,7452,-69933,48352,0,0,0
233,26706,-78430,34834,0,0,0
234,44719,-90194,27555,0,0,0
235,49066,-96077,21316,0,0,0
236,58383,-86926,8838,0,0,0
237,70805,-77776,-1213,0,0,0
238,77637,-58823,-9532,0,0,0
239,85711,-43790,-19584,0,0,0
240,94407,-43137,-25130,0,0,0
241,88196,-26797,-31369,0,0,0
242,77637,-11111,-39687,0,0,0
243,62110,5881,-47313,0,0,0
244,39749,29411,-55978,0,0,0
245,35402,39867,-62564,0,0,0
246,27328,45750,-61524,0,0,0
247,6210,56861,-55285,0,0,0
248,-8695,68625,-48700,0,0,0
249,-28571,77775,-35528,0,0,0
250,-44720,90193,-27903,0,0,0
251,-51552,94769,-20624,0,0,0
252,-59627,86272,-7799,0,0,0
253,-70806,77122,2252,0,0,0
254,-78881,57514,11264,0,0,0
255,-86955,43789,20623,0,0,0
256,-94409,43136,25475,0,0,0
257,-89439,26142,32754,0,0,0
258,-80123,8496,41420,0,0,0
259,-62732,-5882,48352,0,0,0
260,-40993,-28104,56324,0,0,0
261,-37888,-39215,62910,0,0,0
262,-27950,-47058,61523,0,0,0
263,-7453,-58169,55630,0,0,0
264,6831,-69933,48699,0,0,0
265,27328,-79084,35527,0,0,0
266,43476,-90848,27555,0,0,0
267,50309,-96077,21316,0,0,0
268,58383,-87580,8838,0,0,0
269,70805,-78430,-1213,0,0,0
270,77637,-58169,-9532,0,0,0
271,86333,-43136,-19237,0,0,0
272,94407,-43790,-25130,0,0,0
273,88817,-27450,-32062,0,0,0
274,78258,-9150,-41074,0,0,0
275,61489,6535,-48353,0,0,0
276,39749,30064,-56325,0,0,0
277,36023,39867,-62911,0,0,0
278,26707,45097,-61524,0,0,0
279,6831,56861,-55978,0,0,0
280,-8074,69933,-48700,0,0,0
281,-29192,79083,-35181,0,0,0
282,-45341,90847,-27556,0,0,0
283,-51552,96076,-21317,0,0,0
284,-59005,86925,-7799,0,0,0
285,-71428,77122,2945,0,0,0
286,-78881,56207,11264,0,0,0
287,-86955,45096,20969,0,0,0
288,-95030,43136,26168,0,0,0
289,-89439,26142,32754,0,0,0
290,-79502,8496,41073,0,0,0
291,-62732,-6536,48005,0,0,0
292,-40993,-28104,55977,0,0,0
293,-37267,-39215,63256,0,0,0
294,-27329,-47058,62216,0,0,0
295,-7453,-58822,55630,0,0,0
296,7452,-70587,48352,0,0,0
297,27328,-79084,35527,0,0,0
298,44098,-89541,28248,0,0,0
299,49687,-95423,20969,0,0,0
300,59004,-87580,8838,0,0,0
301,71426,-77777,-867,0,0,0
302,77637,-57515,-9532,0,0,0
303,86954,-43790,-19237,0,0,0
304,93165,-43137,-24783,0,0,0
305,87575,-26797,-31715,0,0,0
306,78879,-9150,-41767,0,0,0
307,62110,6535,-47659,0,0,0
308,40992,28757,-56672,0,0,0
309,36023,39867,-63257,0,0,0
310,26085,46404,-62217,0,0,0
311,6210,57514,-56671,0,0,0
312,-9938,69933,-49393,0,0,0
313,-29813,79736,-35528,0,0,0
314,-45341,92154,-29289,0,0,0
315,-50931,94769,-20623,0,0,0
316,-59005,86272,-8492,0,0,0
317,-72049,77122,2945,0,0,0
318,-78881,57514,11264,0,0,0
319,-87576,44442,21316,0,0,0
320,-96272,43136,26168,0,0,0
321,-88818,25488,34487,0,0,0
322,-79502,8496,43846,0,0,0
323,-62732,-7843,49738,0,0,0
324,-40993,-28758,56671,0,0,0
325,-39130,-40522,63603,0,0,0
326,-27329,-46404,62910,0,0,0
327,-7453,-58823,56670,0,0,0
328,7452,-70587,49392,0,0,0
329,27328,-79737,36220,0,0,0
330,44719,-88233,28248,0,0,0
331,50308,-95424,20969,0,0,0
332,59004,-87580,8144,0,0,0
333,70805,-77777,-866,0,0,0
334,78259,-57515,-9879,0,0,0
335,85090,-45097,-19930,0,0,0
336,95029,-43137,-25476,0,0,0
337,88196,-26797,-32755,0,0,0
338,78258,-9150,-42114,0,0,0
339,61489,7188,-48699,0,0,0
340,39128,29411,-56671,0,0,0
341,36645,39867,-64297,0,0,0
342,26085,45750,-62911,0,0,0
343,5589,57514,-57365,0,0,0
344,-9938,70586,-50086,0,0,0
345,-29813,81043,-36221,0,0,0
346,-45962,90847,-28943,0,0,0
347,-51552,94769,-21317,0,0,0
348,-60248,86272,-8146,0,0,0
349,-72048,77122,2945,0,0,0
350,-79502,56861,11611,0,0,0
351,-86955,44443,21316,0,0,0
352,-95651,43136,26862,0,0,0
353,-88197,26796,34487,0,0,0
354,-78881,8496,43846,0,0,0
355,-62732,-7189,51125,0,0,0
356,-41614,-28758,57710,0,0,0
357,-37267,-39215,64989,0,0,0
358,-26708,-46405,64296,0,0,0
359,-6211,-59476,57710,0,0,0
360,8694,-71241,50432,0,0,0
361,28570,-79737,36220,0,0,0
362,44097,-91501,29288,0,0,0
363,50309,-96077,22009,0,0,0
364,58383,-86926,8491,0,0,0
365,71426,-77777,-1560,0,0,0
366,79501,-56862,-10225,0,0,0
367,86333,-43790,-20277,0,0,0
368,93786,-43790,-25823,0,0,0
369,88196,-26797,-33448,0,0,0
370,78258,-8497,-42807,0,0,0
371,60868,8495,-50086,0,0,0
372,39749,30718,-58751,0,0,0
373,36023,39867,-65337,0,0,0
374,26085,45097,-63604,0,0,0
375,5589,58168,-57711,0,0,0
376,-9316,72547,-50433,0,0,0
377,-30435,81043,-36914,0,0,0
378,-45962,91501,-28249,0,0,0
379,-51552,94769,-20970,0,0,0
380,-60869,86272,-8145,0,0,0
381,-72049,77122,2599,0,0,0
382,-79502,56861,12304,0,0,0
383,-88197,44443,22009,0,0,0
384,-95651,43136,27208,0,0,0
385,-88818,26142,35181,0,0,0
386,-78881,8496,44886,0,0,0
387,-61490,-7189,52511,0,0,0
388,-40372,-28104,60137,0,0,0
389,-36646,-39215,66722,0,0,0
390,-26708,-47712,65683,0,0,0
391,-6211,-59476,59790,0,0,0
392,8694,-70587,52165,0,0,0
393,29812,-79737,36913,0,0,0
394,44718,-91502,29288,0,0,0
395,52172,-94770,21662,0,0,0
396,59625,-88234,9184,0,0,0
397,71426,-77123,-867,0,0,0
398,79501,-57516,-10918,0,0,0
399,87575,-45097,-21317,0,0,0
400,95650,-43791,-26516,0,0,0
401,88817,-26143,-34835,0,0,0
402,78258,-9150,-45233,0,0,0
403,60868,7842,-52512,0,0,0
404,39128,30064,-61871,0,0,0
405,35402,40521,-68456,0,0,0
406,26085,46404,-66723,0,0,0
407,5589,59475,-60831,0,0,0
408,-10559,71240,-53206,0,0,0
409,-30435,80390,-38647,0,0,0
410,-46583,92154,-31369,0,0,0
411,-52173,94769,-22010,0,0,0
412,-60247,86925,-8839,0,0,0
413,-72670,76468,1905,0,0,0
414,-78260,56861,12304,0,0,0
415,-87576,43135,22356,0,0,0
416,-95029,42482,28595,0,0,0
417,-88818,26142,36220,0,0,0
418,-77638,7842,46619,0,0,0
419,-61490,-7189,54591,0,0,0
420,-40993,-28758,63256,0,0,0
421,-37888,-40522,69495,0,0,0
422,-27329,-49019,67416,0,0,0
423,-6832,-60130,61523,0,0,0
424,8694,-71241,53551,0,0,0
425,29191,-80391,38993,0,0,0
426,44718,-92809,32061,0,0,0
427,51551,-96731,23049,0,0,0
428,60246,-87580,9531,0,0,0
429,72668,-79084,-1213,0,0,0
430,78880,-57515,-10572,0,0,0
431,86954,-45751,-21317,0,0,0
432,96892,-43137,-27556,0,0,0
433,89438,-25490,-36568,0,0,0
434,78258,-8497,-46966,0,0,0
435,60868,7842,-54592,0,0,0
436,39128,30064,-63604,0,0,0
437,36023,39867,-70536,0,0,0
438,26085,45750,-68803,0,0,0
439,4346,58822,-62217,0,0,0
440,-10559,71240,-54939,0,0,0
441,-31056,79736,-40034,0,0,0
442,-46583,90847,-32409,0,0,0
443,-51552,95422,-23050,0,0,0
444,-61490,86272,-9185,0,0,0
445,-72670,77122,2252,0,0,0
446,-79502,56207,12997,0,0,0
447,-87576,43789,23396,0,0,0
448,-95030,42482,29981,0,0,0
449,-88197,24835,38647,0,0,0
450,-78259,7188,48352,0,0,0
451,-61490,-7189,55631,0,0,0
452,-40372,-30065,62909,0,0,0
453,-37888,-39868,70535,0,0,0
454,-25465,-47712,68802,0,0,0
455,-6211,-59476,62563,0,0,0
456,8694,-71241,54244,0,0,0
457,29191,-80391,39686,0,0,0
458,44719,-90848,32061,0,0,0
459,50309,-95424,23396,0,0,0
460,59625,-86272,9531,0,0,0
461,71426,-77123,-1213,0,0,0
462,78880,-55555,-11612,0,0,0
463,87575,-43790,-22010,0,0,0
464,94407,-44444,-28942,0,0,0
465,87575,-25489,-37608,0,0,0
466,76395,-8497,-48353,0,0,0
467,59626,8496,-55978,0,0,0
468,38507,30718,-63950,0,0,0
469,35402,39867,-71923,0,0,0
470,24843,46404,-69843,0,0,0
471,4968,57514,-63950,0,0,0
472,-9938,71240,-55979,0,0,0
473,-31056,80390,-40727,0,0,0
474,-46583,92808,-33449,0,0,0
475,-52795,95422,-23743,0,0,0
476,-59626,85618,-10225,0,0,0
477,-72670,77122,1905,0,0,0
478,-78881,55553,12997,0,0,0
479,-86955,44443,24089,0,0,0
480,-95030,42482,30674,0,0,0
481,-86955,24181,39340,0,0,0
482,-77638,7188,49738,0,0,0
483,-60248,-7843,57711,0,0,0
484,-39129,-30065,64642,0,0,0
485,-37267,-39868,72268,0,0,0
486,-24844,-47058,69842,0,0,0
487,-6211,-58822,64296,0,0,0
488,9315,-70587,55631,0,0,0
489,30433,-79737,41419,0,0,0
490,45340,-91501,32754,0,0,0
491,50930,-96731,23396,0,0,0
492,60867,-87580,9878,0,0,0
493,72047,-77777,-866,0,0,0
494,77637,-56208,-11612,0,0,0
495,86954,-43790,-22703,0,0,0
496,95650,-43137,-29636,0,0,0
497,87575,-24836,-38994,0,0,0
498,77016,-7843,-49046,0,0,0
499,59004,8495,-57018,0,0,0
500,39128,30718,-65683,0,0,0
501,36023,39867,-72962,0,0,0
502,24843,46404,-71229,0,0,0
503,5589,58168,-64990,0,0,0
504,-11801,69933,-57018,0,0,0
505,-31056,81043,-42113,0,0,0
506,-45341,94115,-33795,0,0,0
507,-52173,94115,-23743,0,0,0
508,-60248,86272,-9879,0,0,0
509,-72670,76469,2252,0,0,0
510,-78881,55554,14037,0,0,0
511,-88197,43135,24089,0,0,0
512,-95651,41829,31714,0,0,0
513,-87576,24181,40726,0,0,0
514,-78259,7842,51471,0,0,0
515,-61490,-9150,58404,0,0,0
516,-39751,-30719,67069,0,0,0
517,-37267,-39868,73308,0,0,0
518,-25465,-47712,71575,0,0,0
519,-5590,-59476,65336,0,0,0
520,9315,-71894,57017,0,0,0
521,31055,-81044,41766,0,0,0
522,44097,-91501,33448,0,0,0
523,50930,-95423,24089,0,0,0
524,60246,-87580,10224,0,0,0
525,72047,-77123,-1560,0,0,0
526,78258,-55555,-12305,0,0,0
527,86954,-43790,-23397,0,0,0
528,94407,-43137,-30676,0,0,0
529,87575,-24182,-38994,0,0,0
530,76395,-9150,-51126,0,0,0
531,59005,8496,-58405,0,0,0
532,37886,31371,-67070,0,0,0
533,36024,41175,-74349,0,0,0
534,24222,47057,-72269,0,0,0
535,4347,59475,-66030,0,0,0
536,-11801,70586,-58058,0,0,0
537,-32298,79736,-42807,0,0,0
538,-47204,92154,-35182,0,0,0
539,-52173,93461,-24783,0,0,0
540,-62111,86272,-10225,0,0,0
541,-73291,76468,2945,0,0,0
542,-80744,54900,14037,0,0,0
543,-88197,43789,25129,0,0,0
544,-95651,41829,32408,0,0,0
545,-88197,23528,41766,0,0,0
546,-77639,6535,52858,0,0,0
547,-59006,-8496,59097,0,0,0
548,-39751,-30065,67416,0,0,0
549,-37267,-39868,75041,0,0,0
550,-24223,-48365,72615,0,0,0
551,-4969,-60130,66376,0,0,0
552,9936,-71241,58057,0,0,0
553,30433,-80391,42459,0,0,0
554,45340,-91501,34141,0,0,0
555,51551,-94770,24089,0,0,0
556,60867,-87580,10571,0,0,0
557,72669,-76469,-1213,0,0,0
558,77637,-54901,-11611,0,0,0
559,87575,-43136,-24090,0,0,0
560,95650,-41830,-32062,0,0,0
561,86954,-24182,-40727,0,0,0
562,77016,-6536,-51472,0,0,0
563,58383,9149,-59444,0,0,0
564,38507,31371,-69150,0,0,0
565,34781,40521,-75735,0,0,0
566,23601,47711,-73309,0,0,0
567,3725,58821,-67763,0,0,0
568,-11801,71893,-58751,0,0,0
569,-32298,80390,-43500,0,0,0
570,-46583,92154,-35528,0,0,0
571,-52794,94115,-25476,0,0,0
572,-61490,85618,-10225,0,0,0
573,-72670,76469,2599,0,0,0
574,-78881,54246,14037,0,0,0
575,-87576,44443,25475,0,0,0
576,-94409,41175,33101,0,0,0
577,-88197,22874,42806,0,0,0
578,-77638,6535,53898,0,0,0
579,-59006,-9804,60483,0,0,0
580,-39130,-30719,68802,0,0,0
581,-36646,-40522,76081,0,0,0
582,-24223,-47712,74001,0,0,0
583,-3727,-60129,68109,0,0,0
584,10558,-71894,58750,0,0,0
585,30433,-79737,43499,0,0,0
586,45340,-92155,34487,0,0,0
587,50930,-94116,24435,0,0,0
588,60867,-86273,10224,0,0,0
589,73290,-75162,-866,0,0,0
590,78880,-54247,-12651,0,0,0
591,86333,-44443,-23743,0,0,0
592,94407,-43137,-31715,0,0,0
593,86954,-24182,-41421,0,0,0
594,76395,-7190,-52166,0,0,0
595,57762,10456,-59791,0,0,0
596,37265,30717,-69496,0,0,0
597,35402,41175,-76428,0,0,0
598,23601,47057,-75042,0,0,0
599,3725,59475,-68110,0,0,0
600,-11801,71893,-59098,0,0,0
601,-33540,80390,-44193,0,0,0
602,-47204,92808,-34835,0,0,0
603,-52794,94769,-24783,0,0,0
604,-61490,84964,-10225,0,0,0
605,-73291,75162,2599,0,0,0
606,-80123,53593,14037,0,0,0
607,-86955,43789,26169,0,0,0
608,-94409,40521,33447,0,0,0
609,-87576,22221,43499,0,0,0
610,-77017,7189,54244,0,0,0
611,-59006,-10457,60830,0,0,0
612,-39129,-32679,68455,0,0,0
613,-37267,-40522,75734,0,0,0
614,-23602,-47712,74348,0,0,0
615,-4348,-60783,68109,0,0,0
616,10557,-71241,58750,0,0,0
617,31676,-81044,42806,0,0,0
618,44718,-92809,34834,0,0,0
619,51551,-95423,25129,0,0,0
620,60867,-86926,10571,0,0,0
621,73290,-76469,-1560,0,0,0
622,79501,-55555,-12651,0,0,0
623,87575,-43790,-24783,0,0,0
624,95029,-41830,-32062,0,0,0
625,86332,-22875,-41767,0,0,0
626,76395,-7843,-52859,0,0,0
627,57762,9803,-61178,0,0,0
628,36644,31371,-70883,0,0,0
629,35402,39867,-77815,0,0,0
630,23601,46404,-75735,0,0,0
631,3725,58821,-69149,0,0,0
632,-11180,71893,-59791,0,0,0
633,-32919,81697,-44193,0,0,0
634,-47204,92808,-36568,0,0,0
635,-52173,94769,-25476,0,0,0
636,-62111,84964,-10919,0,0,0
637,-73291,75815,2599,0,0,0
638,-80123,54246,14383,0,0,0
639,-88818,45750,26515,0,0,0
640,-95030,41175,33447,0,0,0
641,-87576,22874,43153,0,0,0
642,-77017,6535,54938,0,0,0
643,-58384,-9150,61870,0,0,0
644,-39130,-31372,70535,0,0,0
645,-36646,-39214,77467,0,0,0
646,-24223,-48366,75041,0,0,0
647,-4348,-59476,69149,0,0,0
648,11179,-71894,59097,0,0,0
649,31676,-81698,43152,0,0,0
650,45961,-92809,35181,0,0,0
651,51551,-96731,25475,0,0,0
652,61489,-87580,10571,0,0,0
653,73290,-76470,-1213,0,0,0
654,79501,-54247,-12998,0,0,0
655,88196,-44444,-25130,0,0,0
656,95650,-41830,-32755,0,0,0
657,86954,-22875,-42807,0,0,0
658,76395,-6536,-54245,0,0,0
659,56520,10456,-61524,0,0,0
660,37886,32678,-71229,0,0,0
661,35402,41175,-77815,0,0,0
662,22359,47057,-75042,0,0,0
663,3104,60129,-69496,0,0,0
664,-11801,73201,-60138,0,0,0
665,-33540,81043,-44540,0,0,0
666,-47204,92808,-35528,0,0,0
667,-53416,94115,-25476,0,0,0
668,-62732,86272,-9879,0,0,0
669,-73912,74508,2945,0,0,0
670,-80123,54900,15077,0,0,0
671,-88197,45096,26862,0,0,0
672,-95651,41829,34487,0,0,0
673,-88197,22874,45232,0,0,0
674,-77638,6535,55631,0,0,0
675,-59006,-11111,62216,0,0,0
676,-39129,-31372,70882,0,0,0
677,-37888,-41176,77121,0,0,0
678,-24223,-49019,74695,0,0,0
679,-3106,-62091,68802,0,0,0
680,11179,-71894,59444,0,0,0
681,32297,-82352,43499,0,0,0
682,45961,-93462,35181,0,0,0
683,51551,-95423,25475,0,0,0
684,61488,-86272,10224,0,0,0
685,73911,-76470,-1213,0,0,0
686,80122,-54901,-13345,0,0,0
687,89438,-45097,-25823,0,0,0
688,95028,-41830,-32755,0,0,0
689,87575,-22875,-42114,0,0,0
690,76395,-6536,-53899,0,0,0
691,57141,9803,-62217,0,0,0
692,36644,32679,-71229,0,0,0
693,34160,40521,-77815,0,0,0
694,22359,47711,-75389,0,0,0
695,3104,60129,-69496,0,0,0
696,-13043,71240,-59791,0,0,0
697,-34161,81697,-44193,0,0,0
698,-47825,93461,-36222,0,0,0
699,-52794,94769,-25129,0,0,0
700,-61490,84964,-10225,0,0,0
701,-74533,75162,2945,0,0,0
702,-80123,53593,15077,0,0,0
703,-89439,43789,27208,0,0,0
704,-96893,40521,34487,0,0,0
705,-86334,22221,44886,0,0,0
706,-76396,5881,55977,0,0,0
707,-57763,-10457,63256,0,0,0
708,-38508,-31372,71922,0,0,0
709,-36646,-40522,78161,0,0,0
710,-23602,-49019,76428,0,0,0
711,-4348,-61437,69495,0,0,0
712,12421,-70587,60137,0,0,0
713,32297,-82352,44539,0,0,0
714,45961,-92808,36221,0,0,0
715,52172,-95423,25129,0,0,0
716,61489,-86273,10571,0,0,0
717,72669,-75162,-1213,0,0,0
718,78880,-54901,-13691,0,0,0
719,88196,-43790,-25130,0,0,0
720,95650,-41830,-33795,0,0,0
721,86954,-22875,-43500,0,0,0
722,75774,-6536,-54939,0,0,0
723,56520,11110,-62911,0,0,0
724,37265,32025,-72616,0,0,0
725,36024,40521,-79201,0,0,0
726,21737,47711,-76775,0,0,0
727,3105,60782,-69843,0,0,0
728,-13043,71893,-60485,0,0,0
729,-34161,81697,-44886,0,0,0
730,-47825,92808,-36915,0,0,0
731,-52794,92808,-25129,0,0,0
732,-62732,85618,-9879,0,0,0
733,-73291,74508,2945,0,0,0
734,-80123,53593,15423,0,0,0
735,-88197,43135,26862,0,0,0
736,-95030,40522,35527,0,0,0
737,-86955,20913,45926,0,0,0
738,-77018,5228,56324,0,0,0
739,-56521,-11111,63950,0,0,0
740,-39130,-32679,71228,0,0,0
741,-36646,-40522,78507,0,0,0
742,-22981,-49019,75734,0,0,0
743,-3727,-60783,69495,0,0,0
744,11179,-71894,59790,0,0,0
745,32297,-82352,44192,0,0,0
746,47203,-92808,36914,0,0,0
747,52172,-95423,25475,0,0,0
748,62110,-85619,9878,0,0,0
749,73911,-75163,-1906,0,0,0
750,80122,-52940,-14385,0,0,0
751,88817,-44444,-26170,0,0,0
752,96271,-41176,-33448,0,0,0
753,85711,-22222,-43847,0,0,0
754,75774,-5882,-55285,0,0,0
755,55899,11110,-63257,0,0,0
756,37265,32679,-72269,0,0,0
757,35402,39867,-79201,0,0,0
